Name	Status	Manufacturer	Model	Serial Number	Ownership	End Date	Calibration Due	current location	history
Hire C50 2	Returned	Sigicom	C50	120091	Sigicom		06/01/2027	Returned to Sigicom 18/03/2025 by RPB	['Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', '25537 - Land at Thorley House, Bishops ', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB']
Hire C50 3	Returned	Sigicom	C50	120088	Sigicom		01/06/2027	Returned to Sigicom 18/03/2025 by RPB	['Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', '25537 - Land at Thorley House, Bishops ', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB', 'Returned to Sigicom 18/03/2025 by RPB']
Arthur	Good	Svantek	SV803	160031	Moniteye	09/08/2026	TBC	25543 - 7 Bramerton Street	['Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street']
Bentley	Good	Svantek	SV803	160050	Moniteye	09/08/2026	TBC	25543 - 7 Bramerton Street	['Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street']
 Cecily	Good	EarthSense	Zephyr	Z01834	Moniteye	09/08/2026	TBC	25543 - 7 Bramerton Street	['Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street']
Delilah	Good	EarthSense	Zephyr	Z01899	Moniteye	09/08/2026	TBC	25543 - 7 Bramerton Street	['Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street', '25543 - 7 Bramerton Street']
Hire C22 5	Good	Sigicom	C22	111123	Sigicom	11/06/2025	TBC	25388 - Vyrnwy Scheme - Building	['Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building', '25388 - Vyrnwy Scheme - Building']
Hire C22 6	Good	Sigicom	C22	103657	Sigicom	27/05/2025	TBC	25550 - 26A Lyndhurst Drive	['Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Collected 22/04/2025 - Installed 23/04/2025 25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive', '25550 - 26A Lyndhurst Drive']
Mavrick	At Calibration	Svantek	SV258Pro	C66396	Moniteye		18/05/2024	With Acsoft for Calibration	['Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration']
(Part of Mavrick)	At Calibration	Svantek	958A	69026	Moniteye		18/05/2024	With Acsoft for Calibration	['Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration']
(Part of Mavrick)	At Calibration	Svantek	SV12L	77852	Moniteye		18/05/2024	With Acsoft for Calibration	['Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration']
(Part of Mavrick)	At Calibration	Svantek	MK255	15016	Moniteye		18/05/2024	With Acsoft for Calibration	['Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration']
(Part of Mavrick)	At Calibration	Svantek	SA207B		Moniteye			With Acsoft for Calibration	['Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration']
(Part of Mavrick)	At Calibration	Svantek	SV84	E6621	Moniteye		18/05/2024	With Acsoft for Calibration	['Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration']
	Good	Sigicom	C22	118977	Moniteye		07/05/2027	25554 - Brickwall Lane	['Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane']
	Good	Sigicom	C22	118979	Moniteye		07/05/2027	25556 - 51 Carr Mill Road	['Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', '25556 - 51 Carr Mill Road', '25556 - 51 Carr Mill Road', '25556 - 51 Carr Mill Road', '25556 - 51 Carr Mill Road', '25556 - 51 Carr Mill Road', '25556 - 51 Carr Mill Road', '25556 - 51 Carr Mill Road', '25556 - 51 Carr Mill Road', '25556 - 51 Carr Mill Road', '25556 - 51 Carr Mill Road', '25556 - 51 Carr Mill Road', '25556 - 51 Carr Mill Road', '25556 - 51 Carr Mill Road', '25556 - 51 Carr Mill Road', '25556 - 51 Carr Mill Road']
	Good	Sigicom	C22	118982	Moniteye		07/05/2027	25554 - Brickwall Lane	['Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', 'Not Yet Purchased', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane', '25554 - Brickwall Lane']
Hire C50 4	Good	Sigicom	C50	120095	Sigicom	29/05/2025	TBC	25558 - Philip's Road, Blackburn	['Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn"]
Hire C50 5	Good	Sigicom	C50	120090	Sigicom	29/05/2025	TBC	25558 - Philip's Road, Blackburn	['Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn"]
Hire C50 6	Good	Sigicom	C50	120092	Sigicom	29/05/2025	TBC	25558 - Philip's Road, Blackburn	['Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', 'Not Yet Hired', "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn", "25558 - Philip's Road, Blackburn"]
Ice Man	At Calibration	Svantek	SV258Pro	C66352	Moniteye			With Acsoft for Calibration	['Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration']
(Part of Ice Man)	At Calibration	Svantek	SA207B		Moniteye			With Acsoft for Calibration	['Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration']
(Part of Ice Man)	At Calibration	Svantek	SV84	E5574	Moniteye			With Acsoft for Calibration	['Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration']
(Part of Ice Man)	At Calibration	Svantek	958A	69026	Moniteye			With Acsoft for Calibration	['Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration']
	At Calibration	Semex-EngCon	Menhir	V17420512	Moniteye			With Acsoft for Calibration	['Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration']
	At Calibration	Semex-EngCon	Menhir	V18120599	Moniteye			With Acsoft for Calibration	['Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'Not in Service', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration', 'With Acsoft for Calibration']
